DS_TEST_ID,TestDescription
34,"Connect to the ""Lee"" site using the URL (qa.lee.com)The site should be connected and the Homepage should be displayedLogin into the site with proper credentialsUser should be logged into site and navigated to ""My Accounts: Profile""Modify email address. Click on the save buttonThe details should be saved successfullyClick on LEE brand logoUser should be navigated to the homepageClick on My Account link in the Header""My Account: Profile"" page should be openedVerify the modified details are reflected in ""My Account: Profile"" pageThe updated profile details should be displayed in the page  Verify whether email is triggered after updating Profile    The email should be received be received successfullyVerify whether email is triggered after changing passwordEmail should be triggered after changing passwordVerify whether email is triggered after updating email addressEmail should be triggered after  updating email address"
35,"Connect to the ""Lee"" site using the URL (qa.lee.com)The site should be connected and the Homepage should be displayedLogin into the site with proper credentialsUser should be logged into site and navigated to ""My Accounts: Profile""Enter incorrect temporary password and valid new and confirm New password""The password you entered is incorrect. Type your current password in the  Current Password field and try again."" error message should be displayedEnter correct temporary passwordCorrect temporary password should be enteredEnter valid new password (at least 7 characters in length and include 1  digit(s) and 1 letter(s))New password should be entered  Note: Password is not accepted as per the message displayed under the password  text field (Accepted only if it contains 7 characters including digits and  letters)Enter mismatching new password and confirm New password""Please enter the same value again."" error message should be displayedEnter matching passwords in ""Confirm New Password"" and click on ""CHANGE  PASSWORD"" buttonThe password should be saved successfully"
36,"Connect to the ""Lee"" site using the URL (qa.Lee.com)The site should be connected and the Homepage should be displayedVerify the header links displayed in home pageFor Desktop/MAC/Tablet :-  Top header links in Home page should be displayed as below (from left hand  side to right hand side):      * Find A Store     * Help     * Wish List (0)     * Sign In     * Cart (0)  For Mobile Devices :-  Top header icons in Home Page should be displayed as below (from left hand  side to right hand side):      * Hamburger     * Find A Store     * Cart     * Search  In the Hamburger drop down menu, the links on the top should be displayed  as below (from left hand side to right hand side):     * Help     * Wish List (0)     * Sign InVerify the header links and icons displayed in home pageFor Desktop/mobile display: For Desktop and Mobile all the headers should display with icon+text.   For Tablet display: For Tablets all the headers should display with icons Tap on Top Nav Categories (Men's, Women's, Kid's etc) and verify Menu is  getting expanded.  For Tablet only : Menus should be expanded for respective top category.   Note : Step 3,4,5 valid for Tablet only.    Tap on another category.  Menu should stay expanded for newly tapped respective category.  Again tap on the category which is already expanded.  Expanded menu should be collapsed(closed).Navigate to product listing page and verify the header links displayed in  product listing pageFor Desktop/MAC/Tablet:-  Top header links in PLP should be displayed as below (from left hand side  to right hand side):      * Find A Store     * Help     * Wish List (0)     * Sign In     * Cart (0)  For Mobile Devices :-  Top header icons in PLP should be displayed as below (from left hand side  to right hand side):     * Hamburger     * Find A Store     * Cart     * Search  In the Hamburger drop down menu, the links on the top should be displayed  as below (from left hand side to right hand side):     * Help     * Wish List (0)     * Sign InNavigate to Product detail page and add one product to cart and verify the  header links displayed in product detail pageFor Desktop/MAC/Tablet :-  Top header links in PDP should be displayed as below (from left hand side  to right hand side):      * Find A Store     * Help     * Wish List (0)     * Sign In     * Cart (1)  For Mobile Devices :-  Top header icons in Home Page should be displayed as below (from left hand  side to right hand side):     * Hamburger     * Find A Store     * Cart(1)     * Search  In the Hamburger drop down menu, the links on the top should be displayed  as below (from left hand side to right hand side):     * Help     * Wish List (0)     * Sign InClick on ""Find A Store"" link/iconUser should be navigated to find a store pageClick on ""Help"" linkUser should be navigated to Contact Us pageClick on Cart (1) link in top header and verify the header links displayed  in full cart pageFor Desktop/MAC/Tablet :-  Top header links in Full Cart page should displayed as below (from left  hand side to right hand side):      * Find A Store     * Help     * Wish List (0)     * Sign In     * Cart (1)  For Mobile Devices :-  Top header icons in Home Page should be displayed as below (from left hand  side to right hand side):     * Hamburger     * Find A Store     * Cart(1)     * Search  In the Hamburger drop down menu, the links on the top should be displayed  as below (from left hand side to right hand side):     * Help     * Wish List (0)     * Sign InProceed with checkout and verify the header links displayed in shipping and  payment information pageThe header links should not be present in Shipping, Billing and Payment and  the Review Order page. This feature has been disabled now. Refer to Kris  Aldridge's comments on VFDP-21014Type in a search term in the global nav search box, and do not hit Enter or  SubmitThere should no type-ahead results or search suggestions are displayed in  the search box.Navigate to my account page by clicking on ""My Account"" link and verify the  header links displayed in my account pageThe ""Sign in"" screen should be displayedVerify the Sign in screenThe ""Sign in"" screen should have below sections: SIGN IN CREATE ACCOUNTEnter valid user login details click on ""SIGN IN""User should be logged in and navigated to ""MYACCOUNT: PROFILE"" pageClick on Lee brand logo (Lee) displayed in header sectionLee site should be refreshed and user should be redirected to home pageRepeat the step from 2 to 13nan"
37,"Connect to the ""Lee"" site using the URL (qa.Lee.com)The site should be connected and the Homepage should be displayedVerify ""Subscribe to Lee.com"" section is displayed in footer""Subscribe to Lee.com"" section should be displayed in footerVerify the details in ""Subscribe to Lee.com"" section""Subscribe to Lee.com"" section should be displayed with below details: Sign Up and receive the latest news, product offerings and savings - text Email Address - text box > - Subscribe buttonClick on ""Email address"" text box and click anywhere on the screen.Error message ""A valid email address is required."" should be displayed  below Email address text boxEnter invalid email address in ""Email address"" text boxError message ""A valid email address is required."" should be displayed  below Email address text boxClick on "">"" (subscribe) buttonError message ""A valid email address is required."" should be displayed  below Email address text boxEnter valid email address in ""Email address"" text box and click on "">""  (subscribe) buttonConfirmation message ""Thank you for signing up.×"" should be displayed below  Email address text boxClick on ""x"" (close) link in messageConfirmation message ""Thank you for signing up.×"" should be closedVerify customer receives subscription emailCustomer should receive subscription email"
38,"Connect to the ""Lee"" site using the URL (qa.Lee.com)The site should be connected and the Homepage should be displayedVerify social media icons displayed below ""Follow Lee"" section""Follow Lee"" section should display below icons: Instagram Twitter Facebook YouTube PinterestClick on Instagram iconInstagram - Lee page should be opened in new tabClick on Twitter iconTwitter - Lee page should be opened in new tabClick on Facebook iconFacebook - Lee page should be opened in new tabClick on YouTube iconYouTube - Lee page should be opened in new tabClick on Pinterest iconPinterest - Lee page should be opened in new tab"
39,"Connect to the ""Lee"" site using the URL (qa.Lee.com)The site should be connected and the Homepage should be displayedVerify larger banner image are displayed in home pageBanner image should be displayed in top center of the home page. Banner  Image should not be distortedVerify small round buttons available in the bottom of the banner pageMultiple round buttons should be displayed below banner image. Number of  round buttons = Number of banner imagesClick on the left(<) and right(>) arrows in the sides of banner image and  verify banner images are changedBanner images should be changed when clicked on different arrowsVerify thumbnail images displayed under different sections in the home pageThumbnail Images in home page should not be distortedClick on banner image displayed in home pageBanner image should not be a linkVerify the brand logo and compliance links displayed in the footerLee brand logo should be displayed with below details next to it: © Lee, A VF Company - text (copyright) California Transparency in Supply Chain Act of 2010 - link Privacy Policy - link Terms of Use - link  Note: - Checkout (Shipping and Billing ) Pages does not use the same header  or footer as the rest of the site in order to encourage visitors to stay in  checkout and complete the process .This defect is won't fix .Click on ""California Transparency in Supply Chain Act of 2010"" linkUser should be navigated to  ""http://www.vfc.com/powerful-platforms/sustainability"" siteNavigate to my account page by clicking on ""My Account"" linkMy Account page should be displayedClick on Lee brand logo displayed in footer sectionUser should be redirected to ""www.vfc.com/"" siteVerify brand logo (Lee ""Est . 1889"") displayed in header section of the  home pageBrand logo (Lee ""Est . 1889"") displayed in header section - left hand side.Navigate to my account page by clicking on ""My Account"" linkMy Account page should be displayedClick on Lee brand logo (Lee ""Est . 1889"") displayed in header sectionLee site should be refreshed and user should be redirected to home pageVerify brand logo displayed across all pages in Lee site - header sectionBrand logo should be displayed across all pages: Home Page My Account - all  pages Product listing page Product detail page Full Cart Check out pages  Note : Eventhough if the logo is not placed in a correct place we do not  raise the defect. Logo is intentionally set to the right side viewpoints  639px and below in nexus and iPhone. This is by design. Verify brand logo and compliance links are displayed across all pages in  Lee site - footer sectionBrand logo and compliance links should be displayed across all pages: Home  Page My Account - all pages Product listing page Product detail page Full  Cart"
40,"Connect to the ""Lee"" site using the URL (qa.Lee.com)The site should be connected and the Homepage should be displayedVerify the default country selected in ""Country"" drop down list is  displayed in footer section""USA"" should be selected by default in ""Country"" drop down listVerify the countries in ""Country"" drop down list is displayed in footer  sectionCountry drop down list should be displayed with below countries: Europe  Asia - PacificSelect ""Europe"" from country drop down listLee Europe site should be displayed : ""http://eu.lee.com/"". Server error  should not be displayed on country selectionSelect ""Asia-Pacific"" from country drop down listLee Europe site should be displayed : ""http://www.leejeans-ap.com/"". Server  error should not be displayed on country selection"
41,"Connect to the ""Lee"" site using the URL (qa.Lee.com)The site should be connected and the Homepage should be displayedVerify the category links displayed under ""SHOP"" sectionSHOP section in footer should display below links: Women Men Boys Girls  Sale Note: Label names may be different in QA when compared against  productionClick on ""Women"" link in SHOP section in footerUser should be navigated to Women category page. Server error should not be  displayedClick on ""Men"" link in SHOP section in footerUser should be navigated to Men category page. Server error should not be  displayedClick on ""Boys"" link in SHOP section in footerUser should be navigated to Boys category page. Server error should not be  displayedClick on ""Girls"" link in SHOP section in footerUser should be navigated to Girls category page. Server error should not be  displayedClick on ""Sale"" link in SHOP section in footerUser should be navigated to Sale category page. Server error should not be  displayed"
42,"Connect to the ""Lee"" site using the URL (qa.Lee.com)The site should be connected and the Homepage should be displayedVerify the category links displayed under ""Help"" sectionHelp section in footer should display below links: Contact Us FAQs Returns Shipping Size Charts Note: Label names may be different in QA when compared against  productionClick on ""Contact Us"" link in HELP section in footer from home pageUser should be navigated to Contact Us pageClick on ""FAQs"" link in HELP section in footer from home pageUser should be navigated to Frequently Asked Questions pageClick on ""Returns"" link in HELP section in footer from home pageUser should be navigated to Returns pageClick on ""Shipping"" link in HELP section in footer from home pageUser should be navigated to Shipping pageClick on ""Size Charts"" link in HELP section in footer from home pageUser should be navigated to Size Charts pageClick on ""(800)453-3348"" link in HELP section in footer from home pageUser should be navigated to Skype Lync and number should be ready for  dialing"
43,"Connect to the ""Lee"" site using the URL (qa.Lee.com)The site should be connected and the Homepage should be displayedVerify the category links displayed under ""My Account"" sectionMy Account section in footer should display below links: Login Email preference Order Status Wish List Note: Label names may be different in QA when compared against productionClick on ""Login"" link in MY ACCOUNT section in footerUser should be navigated to ""My account"" pageClick on ""Email Preference"" link in MY ACCOUNT section in footerUser should be navigated to ""Manage Your Preferences"" pageClick on ""Track Order"" link in MY ACCOUNT section in footer and validate  the ""View Order Status"" page  Story: Vfdp-34795  After click on ""track Order"" link user should be navigated to  ""VIEW ORDER  STATUS"" page that should be displayed with below details:     * VIEW ORDER STATUS - text in  bold (Right side)     * ""Have an account? Sign In""- text link ( in the same line at left       side)     * Order Number - text box (mandatory)     * Email Address - text box (mandatory)     * ORDER INFORMATION - button     * CANCEL - button  Note: should display the order history screen in case of CustomerClick on ""Returning customer?"" linkUser should be navigated to my account login pageClick on ""Order Status"" link in SUPPORT - Shopping section in footer from  my account - login page""VIEW ORDER STATUS"" page should be displayed with below details: VIEW ORDER  STATUS - text Returning customer? - link Order Number - text box  (mandatory) Email Address - text box (mandatory) ORDER INFORMATION - button  CANCEL - buttonClick on ""CANCEL"" buttonUser should be navigated to my account login pageClick on ""Wish List"" link in MY ACCOUNT section in footerUser should be navigated to Sign In page"
44,"Connect to the ""Lee"" site using the URL (qa.Lee.com)The site should be connected and the Homepage should be displayedVerify the category links displayed under ""About Us"" sectionAbout Us section in footer should display below links: Careers History News Note: Label names may be different in QA when compared against productionClick on ""Careers"" link in About Us section in footerUser should be navigated to Careers pageClick on ""History"" link in About Us section in footerUser should be navigated to History pageClick on ""News"" link in About Us section in footerUser should be navigated to News page"
45,"Connect to the ""Lee"" site using the URL (qa.Lee.com)The site should be connected and the Homepage should be displayedNavigate to product listing page by click on Category -> Sub category link  and add 2 products to cart and 2 products to wish list2 products should be added to cart and 5 products should be added to wish  list successfullyClick on ""WISH LIST"" in the header as a guest userUser should be navigated to the My Account - Login page  Note: Eventhough if the mini cart and mini wish list icons are missing in  all the pages, we do not raise the defect as they have introduced by the  change to a top nav mini cart.Enter user name and password and click on ""Login"" buttonUser should be logged in and ""MY ACCOUNT - WISH LIST"" page should be  displayedVerify the details displayed in Wish List pageWish list page should be displayed as below: Your wish list is currently private. - text Edit Wish List Settings > - link x items in this collection - text Product Image - link (on clicking will navigate to product detail page) ADD TO CART - button (when hovered on product image) PRODUCT NAME - text / price - text Product color - text QTY:1 - text Mini cart icon with count of products in cart Remove Item - link"
46,"Connect to the ""Lee"" site using the URL (qa.Lee.com)The site should be connected and the Homepage should be displayedLogin into the site with proper credentialsUser should be logged into site and navigated to ""MYACCOUNT: PROFILE"" pageClick on ""WISH LIST"" link in ""MY ACCOUNT"" menuWish list page should be displayedClick on ""ADD TO CART"" button displayed on product image when mouse is  hovered on imageProduct should be successfully added to cart and ""ITEM HAS BEEN MOVED TO  YOUR SHOPPING CART"" should be displayed. The wish list page should be  greyed out and the mini cart should be displayed  Note:- Add to cart button is Not applicable in potrait mode      1. Standard wish list template, desktop/tablet, grid view: the Add to       Cart CTA is present on hover/tap: standard-wish-list-grid-view.png.    2. Standard wish list template, mobile, grid view: the Add to Cart CTA       is not present, except on the Vans site.    3. Standard wish list template, desktop/tablet/mobile, list view: the       Add to Cart CTA is present inline.    4. Single-view wish list template (used by TBL and VFJ): the Add to Cart       CTA is only present on desktop, on hover.Verify the product count in ""cart"" and ""wish list"" present in the header.Product count should be increased in ""cart"" icon and product count should  be decreased in ""wish list"" present in the header.Click on ""Remove item"" link displayed below the product imageItem should be successfully removed from wish list and ""ITEM HAS BEEN  REMOVED FROM YOUR WISH LIST"" should be displayedOnce, the Wish List is empty, navigate to Wish List page and verify the  message displayed.The message ""Your Wish List Empty"" should get displayed."
47,"Connect to the ""Lee"" site using the URL (qa.Lee.com)The site should be connected and the Homepage should be displayedLogin into the site with proper credentialsUser should be logged into site and navigated to ""MYACCOUNT: PROFILE"" pageClick on ""WISH LIST"" link in ""MY ACCOUNT"" menuWish list page should be displayedClick on ""Edit Wish List Settings"" link""PRIVACY SETTINGS"" page should be displayed: < Back to Wish List - link PRIVACY SETTINGS - text Public wish list URLs can be shared online so that  anyone with the link can see your wish list. - text PRIVATE, only I can see - radio button (default selection) SHAREABLE, anyone with a link can see it - radio button CANCEL - linkClick on ""< Back to Wish List"" linkWish List screen should be displayedClick on ""CANCEL"" linkWish List screen should be displayedClick on ""Edit Wish List Settings"" link""PRIVACY SETTINGS"" page should be displayed.Select the radio button against text "" SHAREABLE, anyone with a link can  see it""The page should display: Your wish list has been shared. - text message  Wish List URL - text URL - url Copy Link - linkClick on ""Copy Link"" linkThe message box should be displayed with the message ""Copied link to clip  board"" and ""OK"" button.Click on ""Ok"" button on the message boxWish list url should be copied successfully  NOTE : Eventhough if ""Copy Link"" link is not getting displayed don't raise  defect(It is won't fix). Wish List copy functionality has been removed for  mobile and tablet. This functionality will only be available on desktop.Click on ""< Back to Wish List"" linkThe message ""Your wish list Is Currently Shareable"" should be displayedClick on ""Sign Out"" linkUser should be signed out successfullyEnter the copied shared wish list url in new browser and hit enterShared wish list page should be displayed with the products"
48,"Connect to the ""Lee"" site using the Shared Wish List URL and Verify the  details displayed in the pageThe Wish list page should be displayed as below: 5 items in this collection - text Product Image - link (on clicking will navigate to product detail page) ADD TO CART - button (when hovered on product image) --(If working on  desktop and mac) PRODUCT NAME - text / Price - text Product color - textClick on product image present in Wish listUser should be redirected to product detail pageClick on ""ADD TO CART"" button displayed on product image when mouse is  hovered on imageProduct should be successfully added to cart without any confirmation  message. Product count in the ""Cart"" present in the header should be  increased and top nav mini cart should be displayed.Verify the product count in  ""Cart"" and ""Wish List"" in the header.Product count should be increased in ""Cart"" and product count should remain  0 in ""Wish List"" in the header.Close the top nav mini cart and click on product image present in Wish listUser should be redirected to product detail page"
49,"Connect to the ""Lee"" site using the URL (qa.Lee.com)The site should be connected and the Homepage should be displayedLogin into the site with proper credentialsUser should be logged into site and navigated to ""MYACCOUNT: PROFILE"" pageClick on ""WISH LIST"" link in ""MY ACCOUNT"" menuWish list page should be displayedClick on ""Edit Wish List Settings"" link""PRIVACY SETTINGS"" page should be displayed: < Back to Wish List - link PRIVACY SETTINGS - text Public wish list URLs can be shared online so that  anyone with the link can see your wish list. - text PRIVATE, only I can see - radio button SHAREABLE, anyone with a link can see it - radio button(selected) Wish list url - url text Copy Link - link CANCEL - linkClick on ""Copy Link"" linkWish list url should be copied successfullySelect the radio button against text ""PRIVATE, only I can see""Wish list should be set as private and ""YOUR WISH LIST HAS BEEN MADE  PRIVATE."" message should be displayed.User clicks on ""Sign Out"" linkUser is signed out successfullyEnter previously copied shared wish list url in browser and hit enterWish list page should not be displayed. The following should be displayed:  YOU ARE ATTEMPTING TO VIEW A PRIVATE WISH LIST - text, ""To view, contact  the owner and ask them to change their Wish list Settings"" - text and  CONTINUE SHOPPING - button."
50,"Connect to the ""Lee"" site using the URL (qa.Lee.com)The site should be connected and the Homepage should be displayedLogin into the site with proper credentialsUser should be logged into site and navigated to ""MYACCOUNT: PROFILE"" pageClick on ""Cart(x)"" linkFull cart page should be displayed with all the products in itClick on ""Add to Wish List"" linkProduct should be moved to the wish list with the message ""ITEM HAS BEEN  SAVED TO YOUR WISH LIST"" WISH LIST - text in the message is a linkValidate the price displayed in Order Total and Item SubtotalOrder Total and Item Subtotal should be reduced as product has been removed  from the cart and sent to wish listClick on ""WISH LIST"" link in the messageUser should be redirected to Wish List pageVerify the product from cart is added to wish listProduct from the cart should be successfully saved in wish list"
51,"Connect to the ""Lee"" site using the URL (qa.lee.com)The site should be connected and the Homepage should be displayedLogin into the site with proper credentialsUser should be logged into site and navigated to ""MYACCOUNT: PROFILE""Navigate to product listing page by click on Category -> Sub category linkProduct listing page should be displayed with the below detailsClick on ""QUICK SHOP"" button of product 1""QUICK SHOP"" screen should be popped upSelect any one of the size box and click on ""ADD TO CART"" buttonSize should be selected and product should be added to cart successfully.  Product count in ""Cart"" in the header should be increased and top nav mini  cart should be displayed.Click on ""QUICK SHOP"" button of product 2""QUICK SHOP"" screen should be popped upSelect any one of the size box and click on ""ADD TO CART"" buttonSize should be selected and product should be added to cart successfully.  Product count in ""Cart"" should be increased and top nav mini cart should be  displayed.Verify the details displayed in mini cart screenMini cart screen should display below details: X ITEM/S - Text changes based on product added SHOPPING CART - text CHECKOUT - button Top Arrow Thumbnail product image - link to navigate to product detail page Product name - link to navigate to product detail page Color - text (selected color) Size - text (selected size) Product price - text Qty - text (selected quantity) Remove - link Subtotal :- product sub total CHECKOUT - button Down Arrow X Item/s - text   Note: Eventhough if the mini cart and mini wish list icons are missing in  all the pages, we do not raise the defect as they have introduced by the  change to a top nav mini cart. "
52,"Connect to the ""Lee"" site using the URL (qa.lee.com)The site should be connected and the Homepage should be displayedLogin into the site with proper credentialsUser should be logged into site and navigated to ""MYACCOUNT: PROFILE""Navigate to product listing page by click on Category -> Sub category linkProduct listing page should be displayed with the below detailsClick on ""QUICK SHOP"" button of product 1""QUICK SHOP"" screen should be popped upSelect any one of the size box and click on ""ADD TO CART"" buttonSize should be selected and product should be added to cart successfully.  Product count in ""Cart"" in the header should be increased and top nav  minicart should be displayed.Click on ""QUICK SHOP"" button of product 2""QUICK SHOP"" screen should be popped upSelect any one of the size box and click on ""ADD TO CART"" buttonSize should be selected and product should be added to cart successfully.  Product count in the ""Cart"" in the header should be increased and top nav  minicart should be displayed.Click on product name link of product 1 in mini cart screenProduct detail page should be displayed  Note: Eventhough if the mini cart and mini wish list icons are missing in  all the pages, we do not raise the defect as they have introduced by the  change to a top nav mini cart.Verify the product count is displayed above ""Cart"" in the header.Product count should be displayed above cart icon in the header.Mouse hover over the ""Cart"" in the header.Top nav mini cart should be displayed.Click on product thumbnail image of product 2 in mini cart screenProduct detail page should be displayedVerify the product count is displayed above ""Cart"" in the header.Product count should be displayed above cart icon in the header as 2"
53,"Connect to the ""Lee"" site using the URL (qa.lee.com)The site should be connected and the Homepage should be displayedLogin into the site with proper credentialsUser should be logged into site and navigated to ""MYACCOUNT: PROFILE""Navigate to product listing page by click on Category -> Sub category linkProduct listing page should be displayed with the below detailsClick on ""QUICK SHOP"" button of product 1""QUICK SHOP"" screen should be popped upSelect any one of the size box and click on ""ADD TO CART"" buttonSize should be selected and product should be added to cart successfully.  Product count in the ""Cart"" in the header should be increased and top nav  mini cart should be displayed.Click on ""QUICK SHOP"" button of product 2""QUICK SHOP"" screen should be popped upSelect any one of the size box and click on ""ADD TO CART"" buttonSize should be selected and product should be added to cart successfully.  Product count in the ""Cart"" in the header should be increased and top nav  mini cart should be displayed.Click on ""Remove"" link of product 1Product should be removed from top nav mini cart.  Note: Eventhough if the mini cart and mini wish list icons are missing in  all the pages, we do not raise the defect as they have introduced by the  change to a top nav mini cart.Verify the Subtotal: - price is updated as per the products present in the  cartSubtotal: - price should be displayed as per the products present in the  cartVerify the product count is displayed above the ""Cart"" in the header.Product count is displayed above ""Cart"" in the header.Click on ""Remove"" link of product 2Product should be removed from top nav mini cart and below text message  should be displayed: 0 ITEMS SHOPPING CARTVerify the product count is displayed above ""Cart"" in the header.Zero count is displayed above ""Cart"" present in the header."
54,"Connect to the ""Lee"" site using the URL (qa.lee.com)The site should be connected and the Homepage should be displayedLogin into the site with proper credentialsUser should be logged into site and navigated to ""My Accounts: Profile""Mouse hover over the cart icon present in the header and click on ""View  Cart and Checkout"" button.Full cart page should be displayed with all the products in it  Note: Eventhough if the mini cart and mini wish list icons are missing in  all the pages, we do not raise the defect as they have introduced by the  change to a top nav mini cart.Verify the item details displayed in middle of full cart pageItems details should be displayed as below: Item description - Product thumbnail image - link - Product name - link - Color: color name - text  Size: size name - text - Edit - link Available Now - text Quantity - Quantity -number - Remove Item - link - Add to Wish List - link Price - product price Total - product price * product quantityVerify the order details displayed in right hand side of full cart pageOrder Total (Before Tax) - text Sum of product price without tax and shipping price SECURE CHECKOUT - button OR - text Checkout with PAYPAL - button Order Summary - text Item Subtotal (x) - text (x - number of products in cart) Item Subtotal price Estimated Shipping - text Shipping amount (based on shipping method) Drop down list of shipping methods Estimated Tax -text -- - tax amount should not be displayed Order Total (Before Tax) - text Sum of product price without tax and shipping price SECURE CHECKOUT - buttonVerify the details displayed in bottom of full cart pageBottom of full cart page should display ""MAY WE SUGGEST"" product imagesVerify the ""PROMO CODE"" section for the below: Enter Promo Code - text Text box to enter promo code Apply - button(disabled when no code is entered) Where do I get promo codes? - linkThe Promo code section should be displayed with the fields mentionedClick on ""Product thumbnail image"" in full cart pageProduct detail page should be displayedClick on ""Cart(x)"" link and click on ""Product name"" in full cart pageProduct detail page should be displayedClick on ""Cart(x)"" link and Click on ""Edit"" link in full cart pageProduct should be displayed in Quick shop screen"
